,customer_id,first_name,last_name,email,subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,subscription_start_date,subscription_end_date,csat_score,customer_age,gender,signup_source,payment_method,downgrade_history,subscription_status,Phone,full_name,churn_score,churn_risk
173,EC-2023-000174,Stephen,Martin,stephen_martin@gmail.com,Espresso,Monthly,Yes,2.53,2,0,No,0.77,6.25,Asia,Politics,0.81,1,Mobile,Auto,Retention Offer,0.22,-63,1.12,2023-03-13 05:54:16.426159,2024-03-12 05:54:16.426159,4,65,Male,Referral,Credit Card,No,Active,+91-7843798139,Stephen Martin,0.0140057198988314,Low
174,EC-2023-000175,Jacob,Walker,jacob_walker@outlook.com,Digital+Print,Monthly,No,4.38,6,0,No,0.6,4.51,Asia,Finance,0.73,2,Desktop,Manual,Retention Offer,0.34,54,-0.48,2023-09-17 05:54:16.426163,2024-09-16 05:54:16.426163,3,41,Male,Web,PayPal,No,Active,+91-7794790848,Jacob Walker,0.0487549062865836,Low
175,EC-2025-000176,Paul,Baker,paul_baker@mail.com,Digital,Monthly,Yes,3.72,10,0,No,0.34,14.72,Others,Finance,0.41,0,Desktop,Auto,Retention Offer,0.18,4,0.37,2025-03-24 05:54:16.426168,2026-03-24 05:54:16.426168,4,67,Male,Referral,Credit Card,Yes,Active,+65-2553535437,Paul Baker,0.0111184374756281,Low
176,EC-2024-000177,Sharon,Campbell,sharon_campbell@outlook.com,Digital,Annual,No,3.63,17,5,Yes,0.26,12.93,Europe,Environment,0.89,0,Mobile,Auto,Newsletter Promo,0.13,47,0.14,2024-10-09 05:54:16.426176,2025-10-09 05:54:16.426176,4,50,Female,Mobile App,Credit Card,No,Cancelled,+44-7987013996,Sharon Campbell,0.9640561860191504,Churned
177,EC-2023-000178,Emma,Moore,emma_moore@icloud.com,Digital,Monthly,Yes,3.91,11,0,No,0.12,15.02,Asia,Environment,0.96,0,Mobile,Auto,No Data,0.08,89,-0.21,2023-01-26 05:54:16.426180,2024-01-26 05:54:16.426180,2,51,Female,Mobile App,PayPal,No,Active,+91-8945619909,Emma Moore,0.0167685348175635,Low
178,EC-2025-000179,Jonathan,Lopez,jonathan_lopez@yahoo.com,Digital+Print,Annual,Yes,6.08,5,1,No,0.51,13.2,North America,Politics,0.4,3,Desktop,Auto,Newsletter Promo,0.04,-85,0.05,2025-01-01 05:54:16.426184,2026-01-01 05:54:16.426184,3,37,Male,Mobile App,Credit Card,No,Active,+1-682-713-1074,Jonathan Lopez,0.0004173571189042,Low
179,EC-2023-000180,George,Rivera,george_rivera@outlook.com,Digital,Monthly,Yes,1.3,4,1,Yes,0.59,18.24,North America,Politics,0.64,0,Desktop,Manual,No Data,0.08,-22,0.27,2023-05-28 05:54:16.426188,2024-05-27 05:54:16.426188,2,45,Male,Web,Credit Card,No,Cancelled,+1-620-918-3840,George Rivera,0.5152908693594453,Churned
180,EC-2023-000181,Charles,White,charles_white@outlook.com,Digital,Annual,Yes,3.71,25,0,No,0.36,12.23,Europe,Finance,0.48,1,Desktop,Auto,No Data,0.23,-88,1.43,2023-04-06 05:54:16.426193,2024-04-05 05:54:16.426193,4,21,Male,Web,Credit Card,No,Active,+44-7188943542,Charles White,0.0311027824889751,Low
181,EC-2023-000182,Carolyn,Campbell,carolyn_campbell@hotmail.com,Digital+Print,Monthly,No,1.61,0,0,No,0.48,9.37,North America,Politics,0.83,1,Desktop,Auto,Newsletter Promo,0.18,13,-0.72,2023-02-14 05:54:16.426197,2024-02-14 05:54:16.426197,5,51,Female,Mobile App,PayPal,No,Cancelled,+1-390-854-4475,Carolyn Campbell,0.6032124654974003,Churned
182,EC-2024-000183,Paul,Allen,paul_allen@yahoo.com,Digital,Monthly,No,3.83,11,1,Yes,0.36,11.37,Others,Finance,0.81,2,Mobile,Manual,No Data,0.19,1,-1.36,2024-11-11 05:54:16.426201,2025-11-11 05:54:16.426201,1,21,Male,Web,PayPal,Yes,Active,+48-3962733145,Paul Allen,0.4147704910377003,Low
183,EC-2023-000184,Anthony,Hall,anthony_hall@gmail.com,Digital,Annual,Yes,1.62,26,2,Yes,0.64,14.97,North America,Politics,0.4,0,Mobile,Auto,No Data,0.62,47,-0.51,2023-12-04 05:54:16.426205,2024-12-03 05:54:16.426205,4,23,Male,Web,Credit Card,Yes,Cancelled,+1-414-915-5598,Anthony Hall,0.7520882070682227,Churned
184,EC-2024-000185,James,Williams,james_williams@outlook.com,Digital,Monthly,Yes,2.37,25,1,Yes,0.9,6.88,Europe,Technology,0.91,1,Mobile,Manual,No Data,0.54,51,-0.02,2024-09-11 05:54:16.426209,2025-09-11 05:54:16.426209,3,39,Male,Mobile App,PayPal,Yes,Active,+44-7412407321,James Williams,0.87148725747249,High
185,EC-2023-000186,Larry,Campbell,larry_campbell@hotmail.com,Digital,Annual,Yes,2.56,10,0,No,0.16,7.39,Europe,Environment,0.43,2,Mobile,Auto,Newsletter Promo,0.36,77,0.33,2023-10-17 05:54:16.426214,2024-10-16 05:54:16.426214,5,21,Male,Mobile App,Debit Card,No,Active,+44-7283073957,Larry Campbell,0.0073382198262288,Low
186,EC-2024-000187,Charles,Davis,charles_davis@icloud.com,Espresso,Monthly,Yes,4.46,3,2,No,0.38,8.76,Europe,Environment,0.86,1,Mobile,Manual,No Data,0.26,34,0.05,2024-11-30 05:54:16.426218,2025-11-30 05:54:16.426218,3,67,Male,Mobile App,Credit Card,No,Active,+44-7513914903,Charles Davis,0.0133309527240928,Low
187,EC-2022-000188,Sharon,Wright,sharon_wright@icloud.com,Digital+Print,Monthly,Yes,4.38,26,0,Yes,0.14,1.58,Europe,Finance,0.62,0,Mobile,Auto,Survey,0.21,-14,-0.08,2022-12-26 05:54:16.426222,2023-12-26 05:54:16.426222,4,22,Female,Web,PayPal,No,Active,+44-7115221481,Sharon Wright,0.3096273094206884,Low
188,EC-2024-000189,Jack,Hall,jack_hall@gmail.com,Digital,Monthly,Yes,1.13,17,0,No,0.62,10.55,North America,Technology,0.53,0,Mobile,Auto,Newsletter Promo,0.47,-13,0.77,2024-10-03 05:54:16.426226,2025-10-03 05:54:16.426226,4,28,Male,Referral,Credit Card,Yes,Cancelled,+1-296-693-2699,Jack Hall,0.5500400312778112,Churned
189,EC-2025-000190,Michelle,Sanchez,michelle_sanchez@icloud.com,Digital+Print,Annual,Yes,3.08,3,1,No,0.73,2.46,Europe,Culture,0.41,2,Mobile,Auto,Newsletter Promo,0.47,-72,-0.4,2025-02-27 05:54:16.426230,2026-02-27 05:54:16.426230,1,62,Female,Mobile App,Credit Card,No,Active,+44-7390753354,Michelle Sanchez,0.0057241226328217,Low
190,EC-2023-000191,Raymond,Anderson,raymond_anderson@hotmail.com,Digital+Print,Monthly,No,1.94,16,1,Yes,0.93,10.21,North America,Politics,0.42,0,Mobile,Manual,No Data,0.28,32,0.83,2023-01-07 05:54:16.426235,2024-01-07 05:54:16.426235,3,52,Male,Mobile App,Credit Card,No,Cancelled,+1-817-783-3821,Raymond Anderson,0.9832363635693964,Churned
191,EC-2025-000192,Frank,Walker,frank_walker@hotmail.com,Digital+Print,Monthly,Yes,1.11,1,2,No,0.28,13.46,Others,Technology,0.76,3,Desktop,Manual,Retention Offer,0.17,6,0.31,2025-01-02 05:54:16.426239,2026-01-02 05:54:16.426239,5,36,Male,Web,PayPal,No,Active,+50-9923548533,Frank Walker,0.1730353946042486,Low
192,EC-2024-000193,James,Rivera,james_rivera@yahoo.com,Digital,Monthly,Yes,2.67,28,0,Yes,0.95,8.09,Asia,Finance,0.69,2,Desktop,Auto,No Data,0.28,62,0.75,2024-09-02 05:54:16.426243,2025-09-02 05:54:16.426243,1,69,Male,Mobile App,Credit Card,No,Active,+91-7399472634,James Rivera,0.7986524129059648,High
193,EC-2022-000194,Emily,Wright,emily_wright@icloud.com,Digital,Monthly,Yes,2.54,23,2,No,0.06,16.71,Others,Politics,0.39,1,Mobile,Manual,Newsletter Promo,0.19,-36,-0.47,2022-11-28 05:54:16.426248,2023-11-28 05:54:16.426248,3,28,Female,Mobile App,Credit Card,No,Active,+73-9507020493,Emily Wright,0.4329295190000015,Low
194,EC-2022-000195,Melissa,Campbell,melissa_campbell@gmail.com,Digital+Print,Monthly,No,6.64,21,3,No,0.6,4.16,North America,Finance,0.38,1,Tablet,Auto,Retention Offer,0.08,-1,-0.18,2022-12-14 05:54:16.426252,2023-12-14 05:54:16.426252,4,28,Female,Mobile App,Credit Card,Yes,Cancelled,+1-554-246-2800,Melissa Campbell,0.3781920397191449,Churned
195,EC-2025-000196,Michelle,Martin,michelle_martin@outlook.com,Digital+Print,Annual,Yes,3.65,1,0,No,0.06,14.77,North America,Politics,0.35,0,Mobile,Manual,No Data,0.42,14,-0.73,2025-03-12 05:54:16.426256,2026-03-12 05:54:16.426256,1,44,Female,Web,Credit Card,No,Active,+1-712-693-3318,Michelle Martin,0.0006465142350811,Low
196,EC-2024-000197,Ronald,Taylor,ronald_taylor@mail.com,Digital+Print,Annual,Yes,0.93,11,0,Yes,0.89,12.7,North America,Technology,0.82,3,Desktop,Manual,Retention Offer,0.29,97,0.15,2024-02-06 05:54:16.426260,2025-02-05 05:54:16.426260,4,19,Male,Mobile App,PayPal,Yes,Active,+1-711-251-5032,Ronald Taylor,0.2221389466166455,Low
197,EC-2023-000198,Scott,Lewis,scott_lewis@hotmail.com,Digital,Annual,Yes,2.15,5,0,No,0.53,3.14,North America,Politics,0.8,1,Mobile,Auto,Newsletter Promo,0.08,-14,0.16,2023-04-03 05:54:16.426265,2024-04-02 05:54:16.426265,2,64,Male,Referral,Credit Card,No,Active,+1-586-422-9680,Scott Lewis,0.0154756048549736,Low
198,EC-2024-000199,Larry,Martinez,larry_martinez@outlook.com,Digital,Annual,Yes,4.53,9,3,No,0.67,20.84,North America,Finance,0.34,0,Desktop,Manual,Retention Offer,0.39,-27,1.0,2024-01-17 05:54:16.426269,2025-01-16 05:54:16.426269,2,25,Male,Mobile App,Credit Card,Yes,Active,+1-677-813-6816,Larry Martinez,0.0107884020275741,Low
199,EC-2024-000200,Kenneth,Gonzalez,kenneth_gonzalez@yahoo.com,Digital+Print,Monthly,Yes,6.13,24,0,Yes,0.83,9.75,Europe,Politics,0.69,1,Mobile,Auto,Retention Offer,0.06,34,0.04,2024-07-10 05:54:16.426274,2025-07-10 05:54:16.426274,1,51,Male,Web,Credit Card,No,Active,+44-7107664300,Kenneth Gonzalez,0.0488840244960802,Low
200,EC-2024-000201,Brian,Nelson,brian_nelson@mail.com,Digital+Print,Annual,Yes,0.62,22,1,Yes,0.15,6.49,North America,Culture,0.36,1,Desktop,Auto,No Data,0.12,71,-0.76,2024-02-29 05:54:16.426277,2025-02-28 05:54:16.426277,1,57,Male,Web,Credit Card,Yes,Cancelled,+1-488-277-5848,Brian Nelson,0.7807906407717108,Churned
201,EC-2023-000202,Patrick,Scott,patrick_scott@icloud.com,Espresso,Monthly,No,0.18,24,0,Yes,0.04,4.37,Europe,Finance,0.93,2,Mobile,Auto,Survey,0.43,99,0.47,2023-11-29 05:54:16.426283,2024-11-28 05:54:16.426283,3,37,Male,Web,Credit Card,No,Cancelled,+44-7886322493,Patrick Scott,0.9970354473917664,Churned
202,EC-2023-000203,Jason,Thomas,jason_thomas@outlook.com,Digital,Monthly,Yes,5.81,20,1,No,0.88,9.12,Asia,Technology,0.93,4,Desktop,Manual,Newsletter Promo,0.26,-88,-0.46,2023-08-26 05:54:16.426287,2024-08-25 05:54:16.426287,5,40,Male,Mobile App,PayPal,No,Active,+91-8292245534,Jason Thomas,0.0186535165797341,Low
203,EC-2024-000204,Margaret,Rodriguez,margaret_rodriguez@gmail.com,Digital,Monthly,No,3.58,22,0,No,0.31,9.49,Europe,Technology,0.79,0,Mobile,Manual,No Data,0.36,-7,-0.63,2024-10-06 05:54:16.426291,2025-10-06 05:54:16.426291,5,32,Female,Mobile App,Credit Card,No,Cancelled,+44-7297655778,Margaret Rodriguez,0.5117622964101283,Churned
204,EC-2024-000205,Cynthia,Robinson,cynthia_robinson@mail.com,Espresso,Monthly,Yes,1.7,26,1,Yes,0.13,10.41,North America,Finance,0.95,0,Mobile,Manual,Newsletter Promo,0.37,-23,0.35,2024-10-31 05:54:16.426295,2025-10-31 05:54:16.426295,2,65,Female,Web,Credit Card,No,Cancelled,+1-232-680-9190,Cynthia Robinson,0.9574472766032648,Churned
205,EC-2023-000206,Anthony,Thompson,anthony_thompson@yahoo.com,Digital+Print,Annual,Yes,3.8,15,1,Yes,0.47,8.81,North America,Politics,0.87,0,Desktop,Manual,No Data,0.57,23,-0.38,2023-11-17 05:54:16.426300,2024-11-16 05:54:16.426300,2,30,Male,Referral,Credit Card,No,Active,+1-410-980-6438,Anthony Thompson,0.0444220358750464,Low
206,EC-2025-000207,Gregory,Green,gregory_green@gmail.com,Digital,Monthly,No,0.0,13,0,No,0.6,12.53,Europe,Technology,0.88,0,Mobile,Manual,Newsletter Promo,0.35,24,-0.3,2025-01-29 05:54:16.426304,2026-01-29 05:54:16.426304,2,48,Male,Mobile App,PayPal,No,Cancelled,+44-7011184556,Gregory Green,0.9776991106205396,Churned
207,EC-2023-000208,Catherine,Flores,catherine_flores@hotmail.com,Digital,Monthly,Yes,3.01,6,0,No,0.03,8.45,North America,Politics,0.7,1,Tablet,Auto,Newsletter Promo,0.04,-63,0.7,2023-12-16 05:54:16.426308,2024-12-15 05:54:16.426308,4,66,Female,Web,Credit Card,No,Active,+1-863-865-6404,Catherine Flores,0.0541899072415812,Low
208,EC-2025-000209,William,Carter,william_carter@hotmail.com,Digital+Print,Monthly,No,3.49,27,1,Yes,0.27,2.26,Europe,Politics,0.51,0,Mobile,Auto,No Data,0.4,-88,0.26,2025-01-11 05:54:16.426312,2026-01-11 05:54:16.426312,5,63,Male,Web,PayPal,No,Cancelled,+44-7355733757,William Carter,0.9813881787834834,Churned
209,EC-2024-000210,Margaret,Young,margaret_young@mail.com,Digital,Annual,Yes,4.39,27,1,No,0.03,9.4,North America,Technology,0.45,0,Mobile,Auto,Retention Offer,0.32,-47,0.3,2024-10-21 05:54:16.426316,2025-10-21 05:54:16.426316,1,31,Female,Web,Credit Card,No,Active,+1-418-310-7591,Margaret Young,0.0325015463264076,Low
210,EC-2024-000211,Joshua,Wright,joshua_wright@mail.com,Digital+Print,Monthly,Yes,1.48,18,0,Yes,0.42,0.53,Asia,Politics,0.53,2,Desktop,Auto,Retention Offer,0.39,5,-0.69,2024-10-31 05:54:16.426320,2025-10-31 05:54:16.426320,2,18,Other,Mobile App,PayPal,No,Cancelled,+91-8602609589,Joshua Wright,0.5197004437104954,Churned
211,EC-2023-000212,Stephanie,Williams,stephanie_williams@mail.com,Digital+Print,Monthly,Yes,3.13,22,1,No,0.9,11.42,Asia,Finance,0.74,1,Mobile,Auto,No Data,0.08,-57,0.35,2023-03-30 05:54:16.426325,2024-03-29 05:54:16.426325,3,44,Female,Web,Credit Card,No,Active,+91-8615732536,Stephanie Williams,0.2424389722417316,Low
212,EC-2023-000213,Patrick,Smith,patrick_smith@hotmail.com,Digital+Print,Monthly,No,1.61,16,1,No,0.98,6.08,Europe,Finance,0.42,2,Mobile,Auto,No Data,0.18,40,-0.14,2023-03-28 05:54:16.426329,2024-03-27 05:54:16.426329,1,50,Male,Mobile App,PayPal,No,Cancelled,+44-7629656219,Patrick Smith,0.9653014433149324,Churned
213,EC-2025-000214,Margaret,Thompson,margaret_thompson@gmail.com,Digital,Annual,Yes,3.38,8,2,Yes,0.64,10.65,North America,Finance,0.48,2,Desktop,Manual,No Data,0.38,52,-0.22,2025-04-09 05:54:16.426333,2026-04-09 05:54:16.426333,1,52,Female,Mobile App,Credit Card,No,Active,+1-916-523-4234,Margaret Thompson,0.060855001264374,Low
214,EC-2024-000215,Debra,Brown,debra_brown@yahoo.com,Espresso,Monthly,Yes,1.66,25,1,No,0.16,15.26,North America,Technology,0.63,1,Desktop,Manual,No Data,0.2,-77,0.2,2024-05-05 05:54:16.426337,2025-05-05 05:54:16.426337,1,32,Female,Web,Credit Card,No,Cancelled,+1-462-996-6315,Debra Brown,0.7797011247760001,Churned
215,EC-2023-000216,Kenneth,Flores,kenneth_flores@gmail.com,Digital,Monthly,Yes,2.39,12,4,No,0.91,6.21,Asia,Technology,0.46,0,Tablet,Auto,No Data,0.68,23,0.0,2023-08-29 05:54:16.426342,2024-08-28 05:54:16.426342,5,22,Male,Web,Credit Card,No,Active,+91-9754677283,Kenneth Flores,0.5270662629879147,Medium
216,EC-2023-000217,Anna,Robinson,anna_robinson@yahoo.com,Digital,Monthly,Yes,1.51,21,1,No,0.52,14.25,Europe,Technology,0.71,0,Mobile,Manual,Newsletter Promo,0.4,-72,-0.73,2023-04-26 05:54:16.426346,2024-04-25 05:54:16.426346,2,54,Female,Mobile App,PayPal,No,Cancelled,+44-7099313863,Anna Robinson,0.7790872647683127,Churned
217,EC-2023-000218,Mark,Johnson,mark_johnson@yahoo.com,Digital,Monthly,No,3.98,4,0,No,0.15,8.27,North America,Technology,0.95,0,Desktop,Auto,Newsletter Promo,0.13,97,0.48,2023-07-13 05:54:16.426350,2024-07-12 05:54:16.426350,3,21,Male,Web,Credit Card,Yes,Active,+1-840-857-2118,Mark Johnson,0.1208116810066649,Low
218,EC-2025-000219,Christine,Thomas,christine_thomas@outlook.com,Digital,Monthly,Yes,4.29,22,3,Yes,0.92,17.01,North America,Politics,0.82,0,Mobile,Manual,No Data,0.2,45,0.52,2025-04-22 05:54:16.426354,2026-04-22 05:54:16.426354,4,63,Female,Referral,PayPal,No,Cancelled,+1-277-275-2555,Christine Thomas,0.8684033158152894,Churned
219,EC-2022-000220,Jonathan,Walker,jonathan_walker@hotmail.com,Digital,Monthly,No,2.65,4,2,Yes,0.76,8.54,North America,Finance,0.77,1,Mobile,Auto,No Data,0.28,-9,-0.29,2022-12-19 05:54:16.426358,2023-12-19 05:54:16.426358,3,37,Male,Mobile App,Debit Card,No,Active,+1-358-497-3841,Jonathan Walker,0.8424980563363981,High
220,EC-2024-000221,Charles,Thomas,charles_thomas@icloud.com,Digital,Annual,Yes,3.06,9,1,Yes,0.73,6.64,Asia,Finance,0.71,1,Desktop,Auto,No Data,0.26,-96,0.3,2024-06-11 05:54:16.426363,2025-06-11 05:54:16.426363,3,56,Male,Web,Credit Card,No,Active,+91-8936077670,Charles Thomas,0.0252956044032823,Low
221,EC-2024-000222,Ashley,Smith,ashley_smith@yahoo.com,Digital+Print,Monthly,Yes,0.83,20,0,No,0.71,12.75,North America,Finance,0.64,6,Mobile,Manual,No Data,0.21,45,0.46,2024-08-04 05:54:16.426367,2025-08-04 05:54:16.426367,3,39,Female,Mobile App,Debit Card,No,Cancelled,+1-265-764-1871,Ashley Smith,0.6620981722039128,Churned
222,EC-2024-000223,Jason,Wilson,jason_wilson@icloud.com,Digital+Print,Monthly,No,2.55,26,4,No,0.2,8.26,Europe,Environment,0.43,0,Mobile,Auto,Newsletter Promo,0.38,90,-0.93,2024-02-27 05:54:16.426371,2025-02-26 05:54:16.426371,4,41,Male,Mobile App,Credit Card,No,Cancelled,+44-7721425561,Jason Wilson,0.9947701107306528,Churned
223,EC-2024-000224,Alexander,Smith,alexander_smith@gmail.com,Digital,Annual,No,2.92,9,1,No,0.21,6.63,Europe,Culture,0.93,1,Mobile,Auto,Newsletter Promo,0.45,24,-0.26,2024-07-07 05:54:16.426376,2025-07-07 05:54:16.426376,3,64,Male,Web,PayPal,No,Active,+44-7521824289,Alexander Smith,0.2805545788765705,Low
224,EC-2023-000225,Stephanie,Scott,stephanie_scott@hotmail.com,Digital+Print,Monthly,No,6.93,26,1,Yes,0.69,8.09,Europe,Politics,0.47,0,Desktop,Auto,Newsletter Promo,0.35,64,-1.09,2023-12-03 05:54:16.426381,2024-12-02 05:54:16.426381,3,28,Female,Web,Debit Card,No,Cancelled,+44-7507160462,Stephanie Scott,0.446950606840095,Churned
225,EC-2023-000226,Steven,Clark,steven_clark@outlook.com,Digital,Monthly,Yes,1.33,6,1,Yes,0.22,9.82,Asia,Politics,0.36,0,Tablet,Auto,No Data,0.32,-30,0.32,2023-10-07 05:54:16.426385,2024-10-06 05:54:16.426385,2,63,Male,Mobile App,Debit Card,No,Cancelled,+91-7908029660,Steven Clark,0.3993676632930811,Churned
226,EC-2024-000227,Julie,Rivera,julie_rivera@icloud.com,Digital+Print,Monthly,Yes,5.2,25,0,Yes,0.44,15.37,Asia,Politics,0.83,2,Desktop,Manual,No Data,0.21,82,0.22,2024-04-07 05:54:16.426389,2025-04-07 05:54:16.426389,2,23,Female,Web,Credit Card,No,Active,+91-9933058951,Julie Rivera,0.0700221179612159,Low
227,EC-2024-000228,Jason,Nelson,jason_nelson@mail.com,Digital,Monthly,Yes,4.5,14,1,No,0.78,2.26,Europe,Politics,0.42,5,Mobile,Auto,No Data,0.08,-2,-0.33,2024-08-08 05:54:16.426393,2025-08-08 05:54:16.426393,2,44,Male,Web,PayPal,Yes,Active,+44-7603417142,Jason Nelson,0.0355176579316953,Low
228,EC-2025-000229,Kenneth,Rivera,kenneth_rivera@yahoo.com,Digital,Annual,No,3.42,6,1,No,0.78,10.09,North America,Politics,0.56,0,Desktop,Manual,No Data,0.09,-89,-0.08,2025-01-29 05:54:16.426398,2026-01-29 05:54:16.426398,1,27,Male,Mobile App,Credit Card,Yes,Active,+1-769-881-4078,Kenneth Rivera,0.0632904759953546,Low
229,EC-2023-000230,Larry,Rivera,larry_rivera@icloud.com,Digital,Monthly,No,5.64,28,1,No,0.45,12.5,Europe,Finance,0.32,3,Desktop,Auto,No Data,0.27,-49,-0.18,2023-12-28 05:54:16.426402,2024-12-27 05:54:16.426402,3,56,Male,Mobile App,Credit Card,No,Cancelled,+44-7200169873,Larry Rivera,0.5694889121075597,Churned
230,EC-2023-000231,Ronald,Clark,ronald_clark@mail.com,Digital,Annual,Yes,3.56,26,0,No,0.79,10.77,Europe,Culture,0.4,0,Mobile,Auto,No Data,0.47,84,-1.02,2023-09-20 05:54:16.426406,2024-09-19 05:54:16.426406,5,27,Male,Mobile App,Credit Card,No,Active,+44-7862841599,Ronald Clark,0.0220820298220958,Low
231,EC-2022-000232,Chloe,White,chloe_white@yahoo.com,Digital,Monthly,No,3.58,14,0,No,0.84,15.24,Europe,Technology,0.42,1,Mobile,Auto,Survey,0.48,-55,0.65,2022-09-15 05:54:16.426410,2023-09-15 05:54:16.426410,5,63,Female,Web,Credit Card,No,Active,+44-7418489408,Chloe White,0.499487202081594,Low
232,EC-2022-000233,Jacob,Allen,jacob_allen@hotmail.com,Digital,Monthly,Yes,2.92,2,1,Yes,0.65,9.7,Europe,Politics,0.34,0,Mobile,Manual,No Data,0.27,3,0.13,2022-12-28 05:54:16.426415,2023-12-28 05:54:16.426415,5,43,Male,Web,PayPal,No,Active,+44-7336337232,Jacob Allen,0.1006139853816184,Low
233,EC-2024-000234,Emily,Young,emily_young@mail.com,Digital,Monthly,Yes,4.84,18,0,No,0.23,9.26,North America,Finance,0.76,0,Mobile,Auto,Survey,0.17,-57,-0.07,2024-08-11 05:54:16.426420,2025-08-11 05:54:16.426420,4,54,Female,Mobile App,Credit Card,Yes,Active,+1-856-874-1574,Emily Young,0.0230399743933717,Low
234,EC-2023-000235,Frank,Hill,frank_hill@outlook.com,Digital,Monthly,Yes,4.64,9,1,No,0.27,12.37,Europe,Finance,0.89,0,Desktop,Auto,Retention Offer,0.6,51,-0.07,2023-12-28 05:54:16.426424,2024-12-27 05:54:16.426424,2,50,Male,Mobile App,Debit Card,No,Active,+44-7897665401,Frank Hill,0.0125519791987679,Low
235,EC-2023-000236,Andrew,Miller,andrew_miller@yahoo.com,Digital,Monthly,Yes,2.06,27,2,No,0.31,10.4,North America,Culture,0.56,1,Mobile,Auto,Retention Offer,0.28,-92,0.35,2023-02-25 05:54:16.426428,2024-02-25 05:54:16.426428,2,68,Male,Mobile App,PayPal,No,Active,+1-636-694-7846,Andrew Miller,0.9294599194564636,High
236,EC-2024-000237,Patricia,Flores,patricia_flores@outlook.com,Digital,Annual,Yes,1.02,28,2,Yes,0.12,8.44,Asia,Culture,0.91,0,Mobile,Auto,No Data,0.14,39,-0.79,2024-05-23 05:54:16.426433,2025-05-23 05:54:16.426433,2,25,Female,Web,PayPal,No,Cancelled,+91-7995459239,Patricia Flores,0.8539769866718188,Churned
237,EC-2024-000238,Kenneth,Flores,kenneth_flores@outlook.com,Digital,Monthly,No,2.7,14,1,No,0.27,12.06,North America,Environment,0.45,1,Tablet,Manual,Survey,0.44,-1,-0.44,2024-06-04 05:54:16.426437,2025-06-04 05:54:16.426437,4,68,Male,Web,PayPal,Yes,Active,+1-477-437-2885,Kenneth Flores,0.8777797804730012,High
238,EC-2024-000239,Jacob,Rivera,jacob_rivera@outlook.com,Digital,Annual,No,1.8,2,1,Yes,0.21,7.39,Asia,Finance,0.53,0,Desktop,Auto,Newsletter Promo,0.19,36,0.11,2024-03-24 05:54:16.426441,2025-03-24 05:54:16.426441,3,66,Male,Mobile App,PayPal,No,Cancelled,+91-9044073400,Jacob Rivera,0.5146631266350199,Churned
239,EC-2024-000240,Richard,White,richard_white@icloud.com,Digital+Print,Monthly,No,2.9,5,2,Yes,0.46,7.56,North America,Technology,0.41,0,Desktop,Auto,Newsletter Promo,0.31,2,0.56,2024-05-07 05:54:16.426445,2025-05-07 05:54:16.426445,1,68,Male,Mobile App,Credit Card,No,Active,+1-487-383-8680,Richard White,0.9404864179535418,High
240,EC-2023-000241,Donald,Nguyen,donald_nguyen@mail.com,Digital,Annual,Yes,4.86,11,1,No,0.91,7.89,Europe,Politics,0.73,0,Mobile,Auto,No Data,0.07,9,-1.21,2023-04-05 05:54:16.426450,2024-04-04 05:54:16.426450,2,45,Male,Web,Credit Card,Yes,Active,+44-7371950820,Donald Nguyen,0.0014926482471688,Low
241,EC-2023-000242,Melissa,Clark,melissa_clark@mail.com,Digital+Print,Annual,No,2.31,14,1,Yes,0.1,15.41,Asia,Technology,0.59,0,Mobile,Auto,No Data,0.19,15,0.5,2023-12-17 05:54:16.426454,2024-12-16 05:54:16.426454,3,65,Female,Web,Credit Card,Yes,Active,+91-9257351079,Melissa Clark,0.5969391232997866,Medium
242,EC-2023-000243,Emma,Garcia,emma_garcia@hotmail.com,Digital,Annual,Yes,2.94,5,3,No,0.72,-2.88,North America,Politics,0.73,0,Mobile,Auto,Newsletter Promo,0.46,-79,-0.35,2023-01-16 05:54:16.426458,2024-01-16 05:54:16.426458,5,53,Female,Mobile App,Credit Card,No,Active,+1-538-417-5013,Emma Garcia,0.0374778657834511,Low
243,EC-2024-000244,Benjamin,Walker,benjamin_walker@mail.com,Digital+Print,Annual,Yes,3.09,12,2,No,0.69,11.58,Asia,Finance,0.83,1,Mobile,Auto,No Data,0.14,44,-0.14,2024-02-19 05:54:16.426462,2025-02-18 05:54:16.426462,1,57,Male,Referral,Credit Card,No,Active,+91-8354128953,Benjamin Walker,0.0261347406624911,Low
244,EC-2024-000245,Linda,Mitchell,linda_mitchell@gmail.com,Digital,Annual,Yes,4.27,28,2,Yes,0.1,10.14,Europe,Technology,0.68,0,Mobile,Auto,Survey,0.09,60,0.02,2024-12-31 05:54:16.426466,2025-12-31 05:54:16.426466,5,42,Female,Web,PayPal,No,Active,+44-7953225771,Linda Mitchell,0.3674720820949266,Low
